2.3999999999999999 , 3.7999999999999998

3.618584039686966 , 5.0117171262777562

4.8531375181012884 , 6.2462706046920777

6.0967396077553841 , 7.4898726943461744

7.3454599327677776 , 8.7385930193585679

8.5824526953955544 , 9.9755857819863447

9.835985717711619 , 1.1229118804302409e+1

1.1061939776486355e+1 , 1.2455072863077145e+1

1.1911007216913978e+1 , 1.3304140303504768e+1

1.2775061922666517e+1 , 1.4168195009257307e+1

1.2983919171163912e+1 , 1.4377052257754702e+1

1.3172418285384991e+1 , 1.4387010079930855e+1

1.3366087939943792e+1 , 1.4387010079930855e+1

1.3559381715289293e+1 , 1.4387010079930855e+1

1.3748802472523719e+1 , 1.4387010079930855e+1

1.3936866124687105e+1 , 1.4387010079930855e+1

1.4131885993459354e+1 , 1.4387010079930855e+1

1.4326159672268357e+1 , 1.4387010079930855e+1

1.433270240741391e+1 , 1.4387010079930855e+1

