9.0000000000000002e-1 , 1.3 , 2.3999999999999999 , 2.5 ,     3.7999999999999998 , 4.0 , 8.1999999999999993 , 9.4000000000000004

2.131297787713748 , 2.5131138722331992 ,      3.6110781295345813 , 3.7168373969680255 , 5.0040907407388397 ,      5.1963486645925672 , 9.413970677349802 , 1.061341966153314e+1

3.3928041532075044 , 3.7694033172036994 ,      4.8447151311169181 , 4.9763464501474397 , 6.2377277423211765 ,      6.457855030086324 , 1.0673479730529216e+1 , 1.186970910650364e+1

4.6504734129213894 , 5.0152409148131589 ,      6.0780470328644967 , 6.2184789795421711 , 7.4710596440687551 ,      7.715524289800209 , 1.1915612259923948e+1 , 1.3115546704113099e+1

5.8746217463717372 , 6.2426827841701646 ,      7.3364303107660351 , 7.4849381692413095 , 8.7294429219702927 ,      8.9396726232505568 , 1.282001907891231e+1 , 1.4342988573470105e+1

7.1166937125094911 , 7.473827053607029 ,      8.5908067009410853 , 8.7429300767140301 , 9.9838193121453429 ,      1.0181744589388311e+1 , 1.3036417928941272e+1 , 1.557413284290697e+1

8.3499443009775938 , 8.737887177022241 ,      9.8639048778570064 , 1.0008438244925122e+1 , 1.1256917489061264e+1 ,      1.1414995177856412e+1 , 1.3231111493281441e+1 , 1.6467196566537023e+1

9.6114460014849552 , 1.0005365239536802e+1 ,      1.1116645635930229e+1 , 1.1252959630680168e+1 , 1.2509658247134487e+1     , 1.2676496878363773e+1 , 1.3240909246247567e+1 ,      1.6708047554426795e+1

1.0835599090483507e+1 , 1.1256225151896158e+1 ,      1.1986221984443496e+1 , 1.2476878763395707e+1 , 1.3240909246247567e+1     , 1.3379234595647754e+1 , 1.3541011115285803e+1 ,      1.6900487540943619e+1

1.2080157055326868e+1 , 1.2140416883328189e+1 ,      1.2864834204487886e+1 , 1.3240909246247567e+1 , 1.3369115656164411e+1     , 1.3613063553936248e+1 , 1.376955465705729e+1 ,      1.6910936452892784e+1

1.2996448772303495e+1 , 1.3015187209169751e+1 ,      1.3071991509831465e+1 , 1.3240909246247567e+1 , 1.3595571981666652e+1     , 1.3804911843348659e+1 , 1.396540271318923e+1 ,      1.6910936452892784e+1

1.3216990498056264e+1 , 1.3240909246247567e+1 ,      1.3264404205045386e+1 , 1.3267536258241941e+1 , 1.3786115550937765e+1     , 1.4000456591759136e+1 , 1.415981945240866e+1 ,      1.6910936452892784e+1

1.3240909246247567e+1 , 1.3411773371254371e+1 ,      1.345863236077154e+1 , 1.3461831006538505e+1 , 1.3976873380913744e+1 ,     1.4172369833384728e+1 , 1.4194751340055699e+1 , 1.6729983273264441e+1

1.3240909246247567e+1 , 1.3422610479201662e+1 ,      1.364914458164283e+1 , 1.3651100766013123e+1 , 1.4165933996401389e+1 ,     1.4172369833384728e+1 , 1.4205751561889985e+1 , 1.6539471052393154e+1

1.3240909246247567e+1 , 1.3422610479201662e+1 ,      1.3840878499902013e+1 , 1.3842380507221629e+1 , 1.4172369833384728e+1     , 1.4205751561889985e+1 , 1.4355173343064214e+1 ,      1.6346235126814353e+1

1.3240909246247567e+1 , 1.3422610479201662e+1 ,      1.4030818709481792e+1 , 1.4033642161602492e+1 , 1.4172369833384728e+1     , 1.4205751561889985e+1 , 1.4365224305668342e+1 ,      1.6157796924554187e+1

1.3240909246247567e+1 , 1.3608651789623329e+1 ,      1.4042619628642459e+1 , 1.4172369833384728e+1 , 1.4205751561889985e+1     , 1.4228484343592145e+1 , 1.4365224305668342e+1 ,      1.6145996005393521e+1

1.3240909246247567e+1 , 1.3801515875024938e+1 ,      1.4042619628642459e+1 , 1.4172369833384728e+1 , 1.4205751561889985e+1     , 1.4365224305668342e+1 , 1.4417845004657668e+1 ,      1.6145996005393521e+1

1.3240909246247567e+1 , 1.3996593625547366e+1 ,      1.4042619628642459e+1 , 1.4172369833384728e+1 , 1.4205751561889985e+1     , 1.4365224305668342e+1 , 1.4426043036176788e+1 ,      1.6145996005393521e+1

1.3240909246247567e+1 , 1.4000486871716543e+1 ,      1.4042619628642459e+1 , 1.4172369833384728e+1 , 1.4205751561889985e+1     , 1.4365224305668342e+1 , 1.4426043036176788e+1 ,      1.5967290003619414e+1

1.3240909246247567e+1 , 1.4000486871716543e+1 ,      1.4042619628642459e+1 , 1.4172369833384728e+1 , 1.4205751561889985e+1     , 1.4365224305668342e+1 , 1.4426043036176788e+1 ,      1.5961522085102121e+1

