9.0000000000000002e-1 , 1.3 , 2.3999999999999999 ,      3.7999999999999998 , 4.0 , 9.4000000000000004

2.1141095173552888 , 2.495838876743484 , 3.574817499736235     , 4.9637820278917024 , 5.1969479934109728 , 1.0596401430678554e+1

3.3470193331116391 , 3.724209835250166 ,      4.8073764729737718 , 6.1963410011292392 , 6.4298578091673235 ,      1.1824772389185236e+1

4.60804490831989 , 4.9867317107984643 , 6.0751882129004207     , 7.4641527410558881 , 7.6908833843755744 , 1.3087294264733535e+1

5.8653356117495656 , 6.2321696627123684 ,      7.2985911958602712 , 8.6875557240157395 , 8.9481740878052491 ,      1.433273221664744e+1

7.1057505530889502 , 7.5019484747556859 ,      8.5358535015295853 , 9.9248180296850546 , 1.0188589029144634e+1 ,      1.5602511028690756e+1

8.3631323492262357 , 8.7448862921497064 ,      9.8051637053396483 , 1.1194128233495118e+1 , 1.144597082528192e+1 ,      1.6469517101091128e+1

9.6242104282838792 , 1.0009536556556899e+1 ,      1.0655556126645852e+1 , 1.2418217306156148e+1 , 1.2707048904339564e+1     , 1.6716056355788993e+1

1.0865280119793601e+1 , 1.1268113101878416e+1 ,      1.1504039973145083e+1 , 1.357351131345786e+1 , 1.3643805084432817e+1 ,     1.6909683516607689e+1

1.1712081381220113e+1 , 1.210911961291505e+1 ,      1.2157353879899754e+1 , 1.3785875684433357e+1 , 1.4508437751086452e+1     , 1.6920322487249258e+1

1.190512057883384e+1 , 1.2359609264835811e+1 ,      1.2985848063452414e+1 , 1.3978525406446199e+1 , 1.4719730014833015e+1     , 1.6920322487249258e+1

1.2100468230242672e+1 , 1.2549260799531373e+1 ,      1.383972458149235e+1 , 1.3988241462235164e+1 , 1.4915077666241848e+1 ,     1.6920322487249258e+1

1.2292396263116785e+1 , 1.2744351071266726e+1 ,      1.3988241462235164e+1 , 1.4041443489931209e+1 , 1.4928920221724683e+1     , 1.6742098783564455e+1

1.2483230380310221e+1 , 1.2933834151602033e+1 ,      1.3988241462235164e+1 , 1.423042679067879e+1 , 1.4928920221724683e+1 ,     1.6552615703229151e+1

1.2675773794985979e+1 , 1.3127495892603021e+1 ,      1.3988241462235164e+1 , 1.4424651269655177e+1 , 1.4928920221724683e+1     , 1.6358953962228163e+1

1.2871390090506107e+1 , 1.3318335780256229e+1 ,      1.3988241462235164e+1 , 1.4620210574775335e+1 , 1.4928920221724683e+1     , 1.6168114074574955e+1

1.2881393398579259e+1 , 1.3513648573918839e+1 ,      1.3988241462235164e+1 , 1.4810383697142731e+1 , 1.4928920221724683e+1     , 1.5972801280912345e+1

1.30629172426252e+1 , 1.3704899561285439e+1 ,      1.3988241462235164e+1 , 1.4812180731715959e+1 , 1.4928920221724683e+1     , 1.5781550293545745e+1

1.3069238586022998e+1 , 1.3893862879549774e+1 ,      1.3988241462235164e+1 , 1.4812180731715959e+1 , 1.4928920221724683e+1     , 1.559258697528141e+1

1.3251902247814629e+1 , 1.3988241462235164e+1 ,      1.4087531990773122e+1 , 1.4812180731715959e+1 , 1.4928920221724683e+1     , 1.5583132509462015e+1

1.3263130804389236e+1 , 1.3988241462235164e+1 ,      1.4098354310429924e+1 , 1.4812180731715959e+1 , 1.4928920221724683e+1     , 1.5583132509462015e+1

