2.3999999999999999 , 3.7999999999999998

3.5937833827503223 , 4.9835221826130178

4.8395730351714121 , 6.2293118350341086

6.1041217442460409 , 7.4938605441087374

7.3562108886505735 , 8.745949688513269

8.616593756701727 , 1.0006332556564422e+1

9.8734323523925926 , 1.1263171152255287e+1

1.1118802413037489e+1 , 1.2508541212900184e+1

1.2008685598685821e+1 , 1.3398424398548515e+1

1.2872101211939752e+1 , 1.3612242803765964e+1

1.3093138596949455e+1 , 1.3802551709774059e+1

1.3285740560342054e+1 , 1.3995153673166659e+1

1.3481446837371575e+1 , 1.4190859950196179e+1

1.3672752481448663e+1 , 1.4195287078149432e+1

1.3867027948247998e+1 , 1.4195287078149432e+1

1.406055403483488e+1 , 1.4195287078149432e+1

1.4195287078149432e+1 , 1.425020783772187e+1

1.4195287078149432e+1 , 1.4443780452057693e+1

1.4195287078149432e+1 , 1.4449438876458338e+1

