2.3999999999999999 , 3.7999999999999998

3.5985187272176189 , 4.9873564939818733

4.8394600399318524 , 6.2282978066961068

6.0964939156820055 , 7.4853316824462599

7.365509089234334 , 8.7543468559985875

8.5953035019068054 , 9.9841412686710598

9.8609453868175958 , 1.124978315358185e+1

1.1096675517975672e+1 , 1.2485513284739927e+1

1.2005720280810356e+1 , 1.3394558047574611e+1

1.2872272657175774e+1 , 1.3603713245737534e+1

1.3085412518218885e+1 , 1.3796991208639461e+1

1.327704051398643e+1 , 1.3988619204407007e+1

1.3278778763041478e+1 , 1.3990357453462055e+1

1.3460437970795702e+1 , 1.3990357453462055e+1

1.3649282792036653e+1 , 1.3990357453462055e+1

1.384217649528987e+1 , 1.3990357453462055e+1

1.3990357453462055e+1 , 1.4036176665708396e+1

1.3990357453462055e+1 , 1.4230820362923323e+1

1.3990357453462055e+1 , 1.4425870476025523e+1

1.3990357453462055e+1 , 1.4439459425051036e+1

